,,Result Mean,Result Lower Bound,Result Upper Bound,Effect Size,Effect Upper Bound,Effect Lower Bound,Effect P Value
"('caveman', 'indep')",confidence,52.28333333333333,45.9,57.54999999999999,2.3999999999999986,10.049999999999997,-9.899999999999999,0.7364148859333715
"('caveman', 'indep')",consensus,52.76666666666666,48.6,55.15,3.1499999999999986,12.449999999999996,-6.949999999999996,0.6312425012381213
"('caveman', 'indep')",net spoke 5% similarity,-0.17526248950664336,-0.20784333256149978,-0.1282000522338517,-0.05575430576988396,-0.016810639238274333,-0.08600009773397375,0.11223677525935674
"('caveman', 'indep')",net spoke 95% similarity,0.28007769455141335,0.21566656954013552,0.31542385254727645,0.12483346267972784,0.16759114500138228,0.08736537118557053,0.033143130595683336
"('caveman', 'indep')",net spoke PC1,0.1991737952973941,0.15207910456544527,0.23871715952402706,0.13021578755206983,0.15291569804277472,0.11593694590945143,0.007676658641235141
"('caveman', 'indep')",spoke 5% similarity,-0.3421275520417939,-0.4183300132670376,-0.2945254195939342,-0.14851003744397387,0.005226973530815249,-0.3259455712602046,0.263095445600804
"('caveman', 'indep')",spoke 95% similarity,0.8370495484032885,0.8038941188600169,0.900422518413643,0.1064422564696869,0.22960212516370615,0.0003226902885881122,0.2517533785220005
"('caveman', 'indep')",spoke PC1,0.4041076206020604,0.38263531453030303,0.422482497679142,0.06755374497219933,0.11504182037110555,0.03986103871311647,0.10534349963832239
"('caveman', 'indep')",survey 5% similarity,-0.6125995212179743,-0.7253465880215129,-0.490766294353157,-0.19872771088290908,-0.13580296743555736,-0.23303733434904453,0.024223823618303136
"('caveman', 'indep')",survey 95% similarity,0.7292515122759126,0.7164796700558566,0.7477891711006218,0.04663034034335908,0.17275886246974304,-0.016895347587118192,0.536669348585264
"('caveman', 'indep')",survey PC1,0.3682611632925967,0.3048156137662406,0.44028096366019415,0.050674964160116465,0.08050086703760945,0.020677929407211082,0.09916414927953296
"('caveman', 'inter')",confidence,56.76666666666667,52.35,60.89124999999992,6.8833333333333355,10.149999999999999,1.8500000000000014,0.11447779454000019
"('caveman', 'inter')",consensus,58.333333333333336,51.6,66.3,8.716666666666667,10.75,6.5,0.01934492867054018
"('caveman', 'inter')",net spoke 5% similarity,-0.12166758950859984,-0.17416425020823834,-0.05178999958813782,-0.002159405771840414,0.033884925756880985,-0.03077309798414235,0.9200245813334849
"('caveman', 'inter')",net spoke 95% similarity,0.3823340750119882,0.29437544623182105,0.47429992350282274,0.22708984314030278,0.34599872514825786,0.1528239296663753,0.06338346123858096
"('caveman', 'inter')",net spoke PC1,0.2459807467271213,0.20882527152482763,0.3169626121145651,0.17702273898179702,0.22617443622130662,0.0952319157219274,0.05006662043846071
"('caveman', 'inter')",spoke 5% similarity,-0.3533039874570291,-0.43033148291193535,-0.2886751345948129,-0.1596864728592091,-0.04738684619983374,-0.32009528626108336,0.19193463060080154
"('caveman', 'inter')",spoke 95% similarity,0.8931559736117217,0.78304646383437,1.0,0.16254868167812012,0.19642857142857129,0.11222607058443312,0.024025251767315355
"('caveman', 'inter')",spoke PC1,0.43492965755074836,0.3971251383882726,0.5055997871594159,0.09837578192088725,0.16282551134222933,0.022401016541506613,0.13820476538035656
"('caveman', 'inter')",survey 5% similarity,-0.5567540401828018,-0.5778600195260939,-0.5391927733342311,-0.14288222984773663,-0.05331005949053541,-0.3144365560370623,0.23778934644295738
"('caveman', 'inter')",survey 95% similarity,0.7881661348895035,0.6865642866187297,0.8737832934063717,0.10554496295695008,0.29875298477549295,-0.05289390290507723,0.4132173462209784
"('caveman', 'inter')",survey PC1,0.423766388096621,0.3542927676671532,0.48842649738824145,0.10618018896414068,0.2092404519744954,-0.06531026658583,0.3437484649534357
"('dodec', 'indep')",confidence,48.989999999999995,45.17,52.54,0.0,0.0,0.0,
"('dodec', 'indep')",consensus,49.07000000000001,44.06,54.080000000000005,0.0,0.0,0.0,
"('dodec', 'indep')",net spoke 5% similarity,-0.06850699944662927,-0.12906137113169405,-0.0020441693091228534,0.0,0.0,0.0,
"('dodec', 'indep')",net spoke 95% similarity,0.11703282773424002,0.07028285512671832,0.1606814487401451,0.0,0.0,0.0,
"('dodec', 'indep')",net spoke PC1,0.058509885240919525,0.022668281731479317,0.09337063396056913,0.0,0.0,0.0,
"('dodec', 'indep')",spoke 5% similarity,-0.1775636958271103,-0.2815351651784573,-0.06966584843313602,0.0,0.0,0.0,
"('dodec', 'indep')",spoke 95% similarity,0.6988519741677907,0.6450735508633519,0.758169080879799,0.0,0.0,0.0,
"('dodec', 'indep')",spoke PC1,0.29928785465143104,0.25314370439215494,0.3454320049107072,0.0,0.0,0.0,
"('dodec', 'indep')",survey 5% similarity,-0.3958190433952732,-0.5108737104756338,-0.2758284821110921,0.0,0.0,0.0,
"('dodec', 'indep')",survey 95% similarity,0.7110584276458118,0.6383400903949682,0.7590269061471597,0.0,0.0,0.0,
"('dodec', 'indep')",survey PC1,0.31808908894308036,0.2640561288039255,0.37929919001538204,0.0,0.0,0.0,
"('dodec', 'inter')",confidence,53.379999999999995,48.22,58.0,4.390000000000001,10.93,-0.709999999999998,0.2296620900788207
"('dodec', 'inter')",consensus,53.02,51.618750000000006,54.06,3.9500000000000015,9.73,-1.829999999999997,0.5756277268513854
"('dodec', 'inter')",net spoke 5% similarity,-0.09698446756666945,-0.13849014790619701,-0.052515608311601535,-0.028477468120040178,0.012566121211470632,-0.09246174278016688,0.26245960303795185
"('dodec', 'inter')",net spoke 95% similarity,0.09961769183922345,0.04771209611009594,0.14931682963761966,-0.017415135895016576,0.0427600826841537,-0.07802426570675045,0.16862149364727497
"('dodec', 'inter')",net spoke PC1,0.07630125034573444,0.052986902593486,0.10200476361850927,0.01779136510481491,0.0512251867507293,-0.0249941546900933,0.7844930197152417
"('dodec', 'inter')",spoke 5% similarity,-0.24550435629208595,-0.32329261237867646,-0.16273880297002985,-0.06794066046497564,0.056463856143504756,-0.18060779419328296,0.870416073854106
"('dodec', 'inter')",spoke 95% similarity,0.646923566763777,0.6181838234619017,0.6819215127627773,-0.05192840740401363,-0.0026986009936640436,-0.12649462029859587,0.3423997502608289
"('dodec', 'inter')",spoke PC1,0.26905687940307893,0.25254155782431853,0.2882553728754548,-0.030230975248352103,0.01498277950825408,-0.08198364211230919,0.14365911118554292
"('dodec', 'inter')",survey 5% similarity,-0.4692433772462426,-0.5431566675069983,-0.3941748216938486,-0.0734243338509695,0.04331936640384616,-0.19698132235722166,0.8468764587352804
"('dodec', 'inter')",survey 95% similarity,0.6839956006183303,0.649198807620187,0.7218446034930089,-0.027062827027481372,0.07321602121890265,-0.1016642792571338,0.6992397156880135
"('dodec', 'inter')",survey PC1,0.34238841300318645,0.293603764337327,0.3849819877913972,0.024299324060106077,0.09532337490535364,-0.04672472678514149,0.6140080523474594
